chunk_id	volume	section	anchor_label	class	subclass	raw_text	normalized_target	confidence	resolution
bon-sent-I-d3-p1-a1-q2	1	apparatus:17	17	crossref	logical	II. Sent. d. 16. a. 1. q. 1.	bon-sent-II-d16-a1-q1		chunk
bon-sent-I-d3-p1-a1-q2	1	apparatus:24	24	crossref	relative	infra d. 8. p. I. a. 1. q. 1.	bon-sent-I-d8-p1-a1-q1		chunk
bon-sent-I-d3-p1-a1-q3	1	latin_body	11	scripture	body-ordinal	ad Corinthios decimo tertio	Cor* 13:12	B	verse
bon-sent-I-d3-p1-a1-q3	1	scholion		crossref	logical	III. Sent. d. 31. a. 2. q. 1.	bon-sent-III-d31-a2-q1		chunk
bon-sent-I-d3-p1-a1-q3	1	scholion		authority	authority:Alex. Hal.	II. Sent. d. 3. p. II. a. 2. q. 2.			excluded
bon-sent-I-d3-p1-a1-q3	1	scholion		crossref	logical	II. Sent. d. 23. a. 2. q. 3.	bon-sent-II-d23-a2-q3		chunk
bon-sent-I-d3-p1-a1-q3	1	scholion		crossref	logical	II. Sent. d. 23. a. 2. q. 1.	bon-sent-II-d23-a2-q1		chunk
bon-sent-I-d3-p1-a1-q3	1	scholion		authority	authority:Richard. a Med.	ibid. d. 24. a. 3. q. 5.			excluded
bon-sent-I-d3-p1-a1-q3	1	scholion		crossref	work	Itinerar.	work:itinerarium		work
bon-sent-I-d3-p1-a1-q3	1	apparatus:4	4	scripture	apparatus-explicit	I. Cor. 13, 10	1Cor 13:10	A	verse
bon-sent-I-d3-p1-a1-q4	1	scholion		crossref	work	Breviloq.	work:breviloquium		work
bon-sent-I-d3-p1-a1-q4	1	apparatus:1	1	scripture	apparatus-explicit	Rom. 1, 20	Rom 1:20	A	verse
bon-sent-I-d3-p1-a1-q4	1	apparatus:2	2	crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d3-p1-divisio	1	latin_body	5	scripture	body-ordinal	ad Romanos primo	Rom 1	C	chapter
bon-sent-I-d3-p1-divisio	1	apparatus:5	5	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p1-dubia	1	apparatus:16	16	crossref	relative	infra d. 8. p. I. a. 1. q. 2.	bon-sent-I-d8-p1-a1-q2		chunk
bon-sent-I-d3-p1-dubia	1	apparatus:16	16	crossref	work	Hexaem.	work:hexaemeron		work
bon-sent-I-d3-p1-dubia	1	apparatus:25	25	authority	authority:Richard. a Med.	d. 33. a. 3. q. 2.			excluded
bon-sent-I-d3-p1-dubia	1	apparatus:25	25	crossref	relative	infra d. 17. p. I. q. 2.	bon-sent-I-d17-p1-a1-q2		chunk
bon-sent-I-d3-p1-dubia	1	apparatus:25	25	crossref	relative	infra d. 33. q. 4.	bon-sent-I-d33-a1-q4		chunk
bon-sent-I-d3-p2-a1-q1	1	latin_body	16	scripture	body-ordinal	Matthaei vigesimo secundo	Matth 22:37	B	verse
bon-sent-I-d3-p2-a1-q1	1	scholion		authority	authority:Petr. a Tar.	II. Sent. d. 16. a. 2. q. 3.			excluded
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	logical	II. Sent. d. 8. p. II. q. 2.	bon-sent-II-d8-p2-a1-q2		chunk
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	logical	II. Sent. d. 26. a. 1. q. 5.	bon-sent-II-d26-a1-q5		chunk
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	logical	II. Sent. d. 16. a. 2. q. 3.	bon-sent-II-d16-a2-q3		chunk
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	logical	II. Sent. d. 16	II:d16		distinctio
bon-sent-I-d3-p2-a1-q1	1	scholion		authority	authority:Petr. a Tar.	ibid			excluded
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	relative	infra d. 31. p. II. a. 1. q. 1.	bon-sent-I-d31-p2-a1-q1		chunk
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	work	Breviloq. p. II. c. 12	bon-brev-p2-c12		chunk
bon-sent-I-d3-p2-a1-q1	1	scholion		crossref	work	Itinerar.	work:itinerarium		work
bon-sent-I-d3-p2-a1-q1	1	apparatus:1	1	crossref	relative	infra d. 8. p. I.	I:d8		distinctio
bon-sent-I-d3-p2-a1-q1	1	apparatus:3	3	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-a1-q1	1	apparatus:16	16	scripture	apparatus-explicit	Matth. 22, 37	Matth 22:37	A	verse
bon-sent-I-d3-p2-a1-q1	1	apparatus:16	16	crossref	logical	III. Sent. d. 27.	III:d27		distinctio
bon-sent-I-d3-p2-a1-q1	1	apparatus:24	24	crossref	relative	supra d. 1. a. 1. q. 1.	bon-sent-I-d1-a1-q1		chunk
bon-sent-I-d3-p2-a1-q2	1	scholion		crossref	relative-bare	ibid			unresolvable
bon-sent-I-d3-p2-a1-q2	1	scholion		crossref	work	Breviloq.	work:breviloquium		work
bon-sent-I-d3-p2-a1-q2	1	scholion		crossref	work	Itinerar.	work:itinerarium		work
bon-sent-I-d3-p2-a1-q2	1	apparatus:8	8	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-a1-q2	1	apparatus:9	9	crossref	relative	supra d. 1. a. 1. q. 1.	bon-sent-I-d1-a1-q1		chunk
bon-sent-I-d3-p2-a1-q2	1	apparatus:19	19	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-a1-q2	1	apparatus:22	22	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-a1-q3	1	scholion		authority	authority:Bonav.	II. Sent. d. 24. p. I. a. 2. q. 1.			excluded
bon-sent-I-d3-p2-a1-q3	1	scholion		authority	authority:Scot.	II. Sent. d. 16.			excluded
bon-sent-I-d3-p2-a1-q3	1	scholion		authority	authority:Biel	II. Sent. d. 24.			excluded
bon-sent-I-d3-p2-a1-q3	1	scholion		crossref	logical	I. Sent. d. 12. q. 1.	bon-sent-I-d12-a1-q1		chunk
bon-sent-I-d3-p2-a1-q3	1	scholion		authority	authority:Richard. a Med.	II. Sent. d. 12. q. 10.			excluded
bon-sent-I-d3-p2-a1-q3	1	scholion		authority	authority:Albert.	I. Sent. d. 26. a. 6.			excluded
bon-sent-I-d3-p2-a1-q3	1	apparatus:1	1	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-a2-q1	1	scholion		crossref	logical	II. Sent. d. 24. p. 1. a. 2. q. 1.	bon-sent-II-d24-p1-a2-q1		chunk
bon-sent-I-d3-p2-a2-q1	1	scholion		crossref	logical	II. Sent. d. 39. a. 1. q. 2.	bon-sent-II-d39-a1-q2		chunk
bon-sent-I-d3-p2-a2-q1	1	scholion		authority	authority:Scot.	II. Sent. d. 3. q. 8.			excluded
bon-sent-I-d3-p2-a2-q1	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d3-p2-a2-q1	1	apparatus:13	13	crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d3-p2-a2-q1	1	apparatus:21	21	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d3-p2-dubia	1	apparatus:1	1	scripture	apparatus-explicit	Ps. 72, 20	Ps 72:20	A	verse
bon-sent-I-d3-p2-dubia	1	apparatus:6	6	scripture	apparatus-explicit	Psalm. 48, 21	Ps 48:21	A	verse
bon-sent-I-d3-p2-dubia	1	apparatus:9	9	crossref	relative	infra d. 30. q. 3.	bon-sent-I-d30-a1-q3		chunk
bon-sent-I-d3-p2-dubia	1	apparatus:14	14	crossref	page	pag. 112	bon-sent-I-d5-a1-q1		chunk
bon-sent-I-d3-p2-dubia	1	apparatus:21	21	crossref	relative	supra d. 2. q. 4.	bon-sent-I-d2-a1-q4		chunk
bon-sent-I-d4-a1-q1	1	scholion		crossref	relative	infra d. 9. q. 1.	bon-sent-I-d9-a1-q1		chunk
bon-sent-I-d4-a1-q3	1	latin_body		scripture	body-ordinal	ad Corinthios octavo	Cor* 8	C	chapter
bon-sent-I-d4-a1-q4	1	scholion		crossref	chain-continuation	d. 7. a. 1. q. 1.	bon-sent-I-d7-a1-q1		chunk
bon-sent-I-d4-a1-q4	1	scholion		authority	authority:Albert.	d. 32. a. 8.			excluded
bon-sent-I-d4-a1-q4	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d4-a1-q4	1	scholion		crossref	relative	infra d. 29. a. 1. q. 2	bon-sent-I-d29-a1-q2		chunk
bon-sent-I-d4-a1-q4	1	apparatus:3	3	scripture	apparatus-explicit	Psalm. 66, 7	Ps 66:7	A	verse
bon-sent-I-d4-dubia	1	apparatus:1	1	crossref	relative	infra d. 26.	I:d26		distinctio
bon-sent-I-d4-dubia	1	apparatus:3	3	crossref	relative	infra d. 5. a. 1. q. 2.	bon-sent-I-d5-a1-q2		chunk
bon-sent-I-d4-dubia	1	apparatus:10	10	crossref	chain-continuation	d. 44. a. 2.	bon-sent-I-d44-a2-q1		chunk
bon-sent-I-d4-dubia	1	apparatus:10	10	crossref	relative	infra d. 15. p. II. q. 1.	bon-sent-I-d15-p2-a1-q1		chunk
bon-sent-I-d4-dubia	1	apparatus:22	22	crossref	chain-continuation	d. 33. q. 3.	bon-sent-I-d33-a1-q3		chunk
bon-sent-I-d4-dubia	1	apparatus:22	22	crossref	chain-continuation	d. 34. q. 2.	bon-sent-I-d34-a1-q2		chunk
bon-sent-I-d4-dubia	1	apparatus:22	22	crossref	relative	infra d. 3. a. 1. q. 1.	bon-sent-I-d3-p1-a1-q1+bon-sent-I-d3-p2-a1-q1		ambiguous
bon-sent-I-d4-dubia	1	apparatus:27	27	crossref	chain-continuation	d. 34. q. 1.	bon-sent-I-d34-a1-q1		chunk
bon-sent-I-d4-dubia	1	apparatus:27	27	crossref	relative	infra d. 23. a. 1. q. 2.	bon-sent-I-d23-a1-q2		chunk
bon-sent-I-d4-dubia	1	apparatus:27	27	crossref	relative	infra d. 24. a. 3. q. 1.	bon-sent-I-d24-a3-q1		chunk
bon-sent-I-d4-dubia	1	apparatus:30	30	crossref	relative	supra d. 2. q. 3.	bon-sent-I-d2-a1-q3		chunk
bon-sent-I-d4-dubia	1	apparatus:33	33	crossref	relative	infra d. 9. dub. 1.	bon-sent-I-d9-dubia		chunk
bon-sent-I-d4-littera	1	apparatus:12	12	scripture	apparatus-explicit	I. Tim. 6, 15	1Tim 6:15	A	verse
bon-sent-I-d5-a1-q1	1	scholion		authority	authority:Albert.	I Sent. d. 4			excluded
bon-sent-I-d5-a1-q1	1	scholion		crossref	chain-continuation	d. 34	I:d34		distinctio
bon-sent-I-d5-a1-q1	1	scholion		crossref	chain-continuation	d. 4	I:d4		distinctio
bon-sent-I-d5-a1-q1	1	scholion		crossref	relative	infra d. 33	I:d33		distinctio
bon-sent-I-d5-a1-q1	1	scholion		crossref	relative	supra d. 4	I:d4		distinctio
bon-sent-I-d5-a1-q1	1	apparatus:20	20	crossref	relative	infra d. 34	I:d34		distinctio
bon-sent-I-d5-a1-q1	1	apparatus:22	22	crossref	relative	supra d. 4	I:d4		distinctio
bon-sent-I-d5-a1-q2	1	scholion		authority	authority:Albert.	I Sent. d. 4			excluded
bon-sent-I-d5-a1-q2	1	scholion		crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d5-a1-q2	1	scholion		crossref	relative	infra d. 37	I:d37		distinctio
bon-sent-I-d5-a2-q1	1	apparatus:8	8	crossref	chain-continuation	d. 37	I:d37		distinctio
bon-sent-I-d5-a2-q1	1	apparatus:8	8	crossref	relative	infra d. 8	I:d8		distinctio
bon-sent-I-d5-a2-q1	1	apparatus:8	8	crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d5-a2-q1	1	apparatus:20	20	crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d5-a2-q2	1	scholion		crossref	chain-continuation	d. 34. q. 2.	bon-sent-I-d34-a1-q2		chunk
bon-sent-I-d5-a2-q2	1	scholion		crossref	relative	infra d. 19. p. II. q. 2.	bon-sent-I-d19-p2-a1-q2		chunk
bon-sent-I-d5-a2-q2	1	scholion		crossref	relative-inherited	ibid.	bon-sent-I-d19-p2-a1-q2		chunk
bon-sent-I-d5-a2-q2	1	apparatus:5	5	crossref	relative	supra d. 4. q. 2.	bon-sent-I-d4-a1-q2		chunk
bon-sent-I-d5-dubia	1	latin_body	30	scripture	body-ordinal	Proverbiorum octavo	Prov 8:24	B	verse
bon-sent-I-d5-dubia	1	apparatus:5	5	crossref	chain-continuation	d. 23. a. 1. q. 3.	bon-sent-I-d23-a1-q3		chunk
bon-sent-I-d5-dubia	1	apparatus:5	5	crossref	relative	supra d. 1. dub. 1.	bon-sent-I-d1-dubia		chunk
bon-sent-I-d5-dubia	1	apparatus:5	5	crossref	relative	infra d. 19. p. II. q. 2	bon-sent-I-d19-p2-a1-q2		chunk
bon-sent-I-d5-dubia	1	apparatus:27	27	crossref	relative	supra d. 2. q. 4.	bon-sent-I-d2-a1-q4		chunk
bon-sent-I-d5-dubia	1	apparatus:29	29	crossref	relative	supra d. 3. p. II. dub. 3.	bon-sent-I-d3-p2-dubia		chunk
bon-sent-I-d5-dubia	1	apparatus:31	31	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d5-littera	1	latin_body	38	crossref	relative-bare	ibid			unresolvable
bon-sent-I-d5-littera	1	apparatus:22	22	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d5-littera	1	apparatus:28	28	scripture	apparatus-explicit	Col. 1, 13	Col 1:13	A	verse
bon-sent-I-d5-littera	1	apparatus:31	31	scripture	apparatus-explicit	Matth. 22, 29	Matth 22:29	A	verse
bon-sent-I-d5-littera	1	apparatus:33	33	scripture	apparatus-explicit	Ioan. 5, 20	Ioan 5:20	A	verse
bon-sent-I-d5-littera	1	apparatus:38	38	crossref	relative-bare	ibid			unresolvable
bon-sent-I-d6-a1-q1	1	latin_body	10	scripture	body-ordinal	Ioannis tertio	Ioan 3:17	B	verse
bon-sent-I-d6-a1-q1	1	scholion		authority	authority:Bonav.	II. Sent. d. 7. p. I. a. 2. q. 2.			excluded
bon-sent-I-d6-a1-q1	1	scholion		crossref	logical	III. Sent. d. 12. a. 2. q. 1.	bon-sent-III-d12-a2-q1		chunk
bon-sent-I-d6-a1-q1	1	scholion		crossref	relative	infra d. 9.	I:d9		distinctio
bon-sent-I-d6-a1-q1	1	scholion		authority	authority:Bonav.	ibid. d. 25. p. II. q. 2.			excluded
bon-sent-I-d6-a1-q1	1	apparatus:3	3	crossref	relative	infra d. 7. q. 1.	bon-sent-I-d7-a1-q1		chunk
bon-sent-I-d6-a1-q2	1	latin_body		scripture	body-ordinal	ad Colossenses primo	Col 1	C	chapter
bon-sent-I-d6-a1-q2	1	scholion		crossref	relative	infra d. 10. a. 1. q. 1.	bon-sent-I-d10-a1-q1		chunk
bon-sent-I-d6-a1-q2	1	scholion		crossref	relative	infra d. 26. q. 1.	bon-sent-I-d26-a1-q1		chunk
bon-sent-I-d6-a1-q2	1	apparatus:7	7	crossref	relative	supra d. 3. p. II. a. 2. q. 2.	bon-sent-I-d3-p2-a2-q2		chunk
bon-sent-I-d6-a1-q2	1	apparatus:17	17	scripture	apparatus-explicit	Matth. 17, 5	Matth 17:5	A	verse
bon-sent-I-d6-a1-q2	1	apparatus:17	17	scripture	apparatus-explicit	Coloss. 1, 13	Col 1:13	A	verse
bon-sent-I-d6-a1-q3	1	apparatus:3	3	crossref	relative	infra d. 31. p. II.	I:d31		distinctio
bon-sent-I-d6-a1-q3	1	apparatus:5	5	crossref	relative	supra d. 2.	I:d2		distinctio
bon-sent-I-d6-a1-q3	1	apparatus:9	9	crossref	relative	supra d. 2.	I:d2		distinctio
bon-sent-I-d6-dubia	1	latin_body	9	scripture	body-ordinal	Matthaei vigesimo primo	Matth 21:23	B	verse
bon-sent-I-d6-dubia	1	apparatus:4	4	crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d6-dubia	1	apparatus:4	4	crossref	relative	infra d. 15. p. II. dub. 6.	bon-sent-I-d15-p2-dubia		chunk
bon-sent-I-d6-dubia	1	apparatus:5	5	crossref	relative	infra d. 33. q. 2.	bon-sent-I-d33-a1-q2		chunk
bon-sent-I-d6-littera	1	apparatus:7	7	crossref	relative-bare	ibid			unresolvable
bon-sent-I-d6-littera	1	apparatus:18	18	scripture	apparatus-explicit	Eccli. 1, 1	Eccli 1:1	A	verse
bon-sent-I-d7-a1-q1	1	scholion		crossref	relative	infra d. 29. a. 2. q. 1.	bon-sent-I-d29-a2-q1		chunk
bon-sent-I-d7-a1-q1	1	scholion		crossref	relative	infra d. 13. q. 3.	bon-sent-I-d13-a1-q3		chunk
bon-sent-I-d7-a1-q1	1	scholion		crossref	relative	supra d. 3. p. II. a. 2. q. 1.	bon-sent-I-d3-p2-a2-q1		chunk
bon-sent-I-d7-a1-q1	1	scholion		crossref	relative	infra d. 27. p. I. q. 2.	bon-sent-I-d27-p1-a1-q2		chunk
bon-sent-I-d7-a1-q1	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d7-a1-q1	1	apparatus:4	4	authority	authority:Albert.	I. Sent. d. 7. a. 2.			excluded
bon-sent-I-d7-a1-q1	1	apparatus:5	5	crossref	relative	supra d. 2. q. 1.	bon-sent-I-d2-a1-q1		chunk
bon-sent-I-d7-a1-q2	1	scholion		crossref	relative	infra d. 26 q. 3	bon-sent-I-d26-a1-q3		chunk
bon-sent-I-d7-a1-q2	1	apparatus:25	25	crossref	relative	supra d. 2. q. 1.	bon-sent-I-d2-a1-q1		chunk
bon-sent-I-d7-a1-q3	1	scholion		crossref	relative	infra d. 33. q. 2.	bon-sent-I-d33-a1-q2		chunk
bon-sent-I-d7-a1-q3	1	scholion		crossref	relative	infra d. 20. a. 1. q. 1.	bon-sent-I-d20-a1-q1		chunk
bon-sent-I-d7-a1-q4	1	scholion		authority	authority:Alex. Hal.	I. Sent. d. 42. q. 2.			excluded
bon-sent-I-d7-a1-q4	1	scholion		authority	authority:Scot.	Sent. d. 20. q. 2.			excluded
bon-sent-I-d7-a1-q4	1	scholion		authority	authority:Aegid.	Sent. d. 20.			excluded
bon-sent-I-d7-a1-q4	1	scholion		authority	authority:S. Thom.	I. Sent. d. 20. q. 1.			excluded
bon-sent-I-d7-a1-q4	1	scholion		crossref	relative	infra d. 42. q. 1.	bon-sent-I-d42-a1-q1		chunk
bon-sent-I-d7-a1-q4	1	scholion		crossref	relative	supra d. 1. dub. 5.	bon-sent-I-d1-dubia		chunk
bon-sent-I-d7-a1-q4	1	scholion		crossref	relative-inherited	ibid.	bon-sent-I-d1-dubia		chunk
bon-sent-I-d7-dubia	1	apparatus:12	12	crossref	relative	infra d. 26.	I:d26		distinctio
bon-sent-I-d7-dubia	1	apparatus:16	16	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d8-littera	1	apparatus:9	9	scripture	apparatus-explicit	Ioan. 16, 13	Ioan 16:13	A	verse
bon-sent-I-d8-littera	1	apparatus:16	16	scripture	apparatus-explicit	I. Timoth. 6, 16	1Tim 6:16	A	verse
bon-sent-I-d8-littera	1	apparatus:18	18	scripture	apparatus-explicit	Psalm. 101, 28	Ps 101:28	A	verse
bon-sent-I-d8-littera	1	apparatus:20	20	scripture	apparatus-explicit	Malach. 3, 6	Malach 3:6	A	verse
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	logical	II. Sent. d. 30. a. 3. q. 2	bon-sent-II-d30-a3-q2		chunk
bon-sent-I-d8-p1-a1-q1	1	scholion		authority	authority:S. Thom.	I. Sent. d. 19. q. 5			excluded
bon-sent-I-d8-p1-a1-q1	1	scholion		authority	authority:Albert.	d. 46. a. 11.			excluded
bon-sent-I-d8-p1-a1-q1	1	scholion		authority	authority:Aegid.	d. 19.			excluded
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	relative	infra d. 31. p. II. a. 1. q. 1	bon-sent-I-d31-p2-a1-q1		chunk
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	relative	supra d. 3. p. I. dub. 7	bon-sent-I-d3-p1-dubia		chunk
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	relative	infra d. 46. a. 1. q. 1.	bon-sent-I-d46-a1-q1		chunk
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d8-p1-a1-q1	1	scholion		crossref	work	Hexaem.	work:hexaemeron		work
bon-sent-I-d8-p1-a1-q1	1	apparatus:2	2	crossref	relative-bare	ibid.			unresolvable
bon-sent-I-d8-p1-a1-q1	1	apparatus:6	6	scripture	apparatus-explicit	Rom. 8, 20	Rom 8:20	A	verse
bon-sent-I-d8-p1-a1-q2	1	scholion		crossref	logical	I. Sent. d. 3. q. 1.	bon-sent-I-d3-p1-a1-q1+bon-sent-I-d3-p2-a1-q1+bon-sent-I-d3-p2-a2-q1		ambiguous
bon-sent-I-d8-p1-a1-q2	1	scholion		crossref	logical	I. Sent. d. 3. q. 2.	bon-sent-I-d3-p1-a1-q2+bon-sent-I-d3-p2-a1-q2+bon-sent-I-d3-p2-a2-q2		ambiguous
bon-sent-I-d8-p1-a1-q2	1	scholion		authority	authority:Scot.	I. Sent. d. 3. q. 2			excluded
bon-sent-I-d8-p1-a1-q2	1	scholion		authority	authority:Scot.	d. 2. q. 2.			excluded
bon-sent-I-d8-p1-a1-q2	1	scholion		crossref	work	Itinerar.	work:itinerarium		work
bon-sent-I-d8-p1-a1-q2	1	scholion		crossref	work	Hexaem.	work:hexaemeron		work
bon-sent-I-d8-p1-a1-q2	1	apparatus:9	9	scripture	apparatus-explicit	Psalm. 13, 1	Ps 13:1	A	verse
bon-sent-I-d8-p1-a1-q2	1	apparatus:11	11	scripture	apparatus-explicit	Tim. 6, 16	Tim* 6:16	A	verse
bon-sent-I-d8-p1-a2-q1	1	latin_body	4	scripture	body-ordinal	Sapientiae septimo	Sap 7:24	B	verse
bon-sent-I-d8-p1-a2-q1	1	latin_body		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d8-p1-a2-q1	1	apparatus:7	7	crossref	relative	infra d. 30. dub. 3.	bon-sent-I-d30-dubia		chunk
bon-sent-I-d8-p1-a2-q1	1	apparatus:22	22	crossref	relative	infra d. 26. q. 3.	bon-sent-I-d26-a1-q3		chunk
bon-sent-I-d8-p1-a2-q2	1	latin_body	7	scripture	body-ordinal	ad Romanos octavo	Rom 8:10	B	verse
bon-sent-I-d8-p1-a2-q2	1	scholion		crossref	logical	II. Sent. d. 1. p. I. a. 3. q. 2.	bon-sent-II-d1-p1-a3-q2		chunk
bon-sent-I-d8-p1-a2-q2	1	scholion		crossref	logical	II. Sent. d. 34. a. 1. q. 2.	bon-sent-II-d34-a1-q2		chunk
bon-sent-I-d8-p1-a2-q2	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d8-p1-a2-q2	1	apparatus:12	12	crossref	relative	supra d. 1. a. 3. q. 2.	bon-sent-I-d1-a3-q2		chunk
bon-sent-I-d8-p1-a2-q2	1	apparatus:28	28	crossref	relative	supra d. 8. a. 2. q. 1.	bon-sent-I-d8-p1-a2-q1		chunk
bon-sent-I-d8-p1-dubia	1	apparatus:5	5	crossref	logical	IV. Sent. d. 50. p. II. a. 1. q. 1.	bon-sent-IV-d50-p2-a1-q1		chunk
bon-sent-I-d8-p1-dubia	1	apparatus:5	5	crossref	relative	infra d. 28. dub. 1	bon-sent-I-d28-dubia		chunk
bon-sent-I-d8-p1-dubia	1	apparatus:5	5	crossref	relative	infra d. 33. q. 3.	bon-sent-I-d33-a1-q3		chunk
bon-sent-I-d8-p1-dubia	1	apparatus:11	11	crossref	logical	II. Sent. d. 2. p. I. a. 1. q. 3.	bon-sent-II-d2-p1-a1-q3		chunk
bon-sent-I-d8-p1-dubia	1	apparatus:18	18	authority	authority:Scot.	I. Sent. d. 9.			excluded
bon-sent-I-d8-p2-a1-q1	1	scholion		crossref	relative-bare	loc. cit.			unresolvable
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	logical	II. Sent. d. 3. p. I.	II:d3		distinctio
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Scot.	II. Sent. d. 1. q. 2.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:S. Thom.	I. Sent. d. 2.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Petr. a Tar.	I. Sent. d. 2. q. 1.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Richard. a Med.	I. Sent. d. 2. a. 1.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	logical	I. Sent. d. 2.	I:d2		distinctio
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Dionys. Carth.	I. Sent. d. 2. q. 2.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 17. a. 1. q. 2.	bon-sent-II-d17-a1-q2		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Scot.	d. 3. q. 3.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 22. a. 1. q. 2.	bon-sent-I-d22-a1-q2		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 27. p. I. a. 1. q. 3	bon-sent-I-d27-p1-a1-q3		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 34. q. 2.	bon-sent-I-d34-a1-q2		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 35. q. 2.	bon-sent-I-d35-a1-q2		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 7. q. 4	bon-sent-I-d7-a1-q4		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Bonav.	d. 8. a. 1. q. 1.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Bonav.	d. 19. p. II. a. 1. q. 2.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Bonav.	d. 28. a. 1. q. 1.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Bonav.	d. 35. a. 1. q. 3			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Bonav.	d. 43. q. 1.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 22. q. 4.	bon-sent-I-d22-a1-q4		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 13. q. 3.	bon-sent-I-d13-a1-q3		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	chain-continuation	d. 26. q. 1.	bon-sent-I-d26-a1-q1		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Albert.	d. 3. a. 4			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		authority	authority:Durand.	d. 2. q. 2.			excluded
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	relative-inherited	ibid.	II:d3		distinctio
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	relative	infra d. 45. a. 2. q. 1.	bon-sent-I-d45-a2-q1		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	relative	infra d. 34. a. 1. q. 1.	bon-sent-I-d34-a1-q1		chunk
bon-sent-I-d8-p2-a1-q2	1	scholion		crossref	relative	infra d. 26. q. 1.	bon-sent-I-d26-a1-q1		chunk
bon-sent-I-d8-p2-a1-q2	1	apparatus:1	1	crossref	relative	supra d. 3. p. II. a. 1. q. 3.	bon-sent-I-d3-p2-a1-q3		chunk
bon-sent-I-d8-p2-a1-q3	1	scholion		authority	authority:Biel	II Sent. d. 16.			excluded
